,Aircraft,Flight Type,Origin,Destination,Departure Time,Arrival Time,Estimated Arrival Time,RealArrivalTime,EA_Time_Minutes,RA_Time_Minutes,Delay_Time
197,DAL1078,A320,Minneapolis/St Paul Intl (KMSP),Valley Intl (KHRL),Wed 10:38AM CST,Wed 01:24PM CST,0 days 02:46:00,3h 09m,166,189,23
198,DAL1626,A320,Minneapolis/St Paul Intl (KMSP),New Orleans Intl (KMSY),Wed 10:37AM CST,Wed 12:44PM CST,0 days 02:12:00,2h 34m,132,154,22
199,DAL2363,A320,Dallas-Fort Worth Intl (KDFW),Hartsfield-Jackson Intl (KATL),Wed 10:38AM CST,Wed 01:13PM EST,0 days 01:35:00,2h 10m,95,130,35
200,DLH84,A320,Frankfurt Int'l (FRA / EDDF),Dusseldorf Int'l (DUS / EDDL),Wed 05:38PM CET,Wed 06:03PM CET,0 days 00:25:00,0h 40m,25,40,15
201,EJU3517,A320,Malpensa Int'l (MXP / LIMC),Casale (BDS / LIBR),Wed 05:39PM CET,Wed 06:55PM CET,0 days 01:16:00,1h 26m,76,86,10
202,ETD283,A320,Cochin Int'l (Kochi Int'l) (COK / VOCI),Abu Dhabi Int'l (AUH / OMAA),Wed 10:09PM IST,Thu 12:32AM +04,0 days 03:53:00,4h 14m,233,254,21
203,EZS1465,A320,Geneva Cointrin Int'l (GVA / LSGG),General Humberto Delgado Airport (LIS / LPPT),Wed 05:41PM CET,Wed 06:46PM WET,0 days 02:05:00,2h 15m,125,135,10
204,EZY4057,A320,Marco Polo Int'l (Marco Polo Venice) (VCE / LIPZ),Bristol Int'l (BRS / EGGD),Wed 05:38PM CET,Wed 06:27PM GMT,0 days 01:49:00,1h 59m,109,119,10
205,EZY821,A320,London Gatwick (LGW / EGKK),Belfast Int'l (BFS / EGAA),Wed 04:38PM GMT,Wed 05:39PM GMT,0 days 01:01:00,1h 18m,61,78,17
206,GFA63,A320,Thiruvananthapuram Int'l (TRV / VOTV),Bahrain Int'l (BAH / OBBI),Wed 10:10PM IST,Thu 12:05AM +03,0 days 04:25:00,4h 50m,265,290,25
207,GLG1682,A320,Jose Joaquin de Olmedo Int'l (GYE / SEGU),San Cristobal (SCY / SEST),Wed 11:39AM -05,Wed 12:10PM -06,0 days 01:31:00,1h 52m,91,112,21
208,IAD1132,A320,Bengaluru Int'l (BLR / VOBL),Cochin Int'l (Kochi Int'l) (COK / VOCI),Wed 10:08PM IST,Wed 10:53PM IST,0 days 00:45:00,0h 55m,45,55,10
209,ITY1733,A320,Leonardo da Vinci Int'l (Fiumicino Int'l) (FCO / LIRF),Catania-Fontanarossa Airport (CTA / LICC),Wed 05:40PM CET,Wed 06:35PM CET,0 days 00:55:00,1h 20m,55,80,25
210,JBU1135,A320,Cyril E King (STT / TIST),Luis Munoz Marin Intl (SJU / TJSJ),Wed 12:39PM AST,Wed 01:18PM AST,0 days 00:39:00,1h 00m,39,60,21
211,MSC469,A320,Cairo Int'l (CAI / HECA),King Khalid Int'l (RUH / OERK),Wed 06:38PM EET,Wed 10:03PM +03,0 days 02:25:00,2h 35m,145,155,10
212,NKS266,A320,Los Angeles Intl (KLAX),Philadelphia Intl (KPHL),Wed 08:39AM PST,Wed 04:07PM EST,0 days 04:33:00,4h 53m,273,293,20
213,NKS286,A320,Cancun Int'l (CUN / MMUN),Detroit Metro Wayne Co (KDTW),Wed 11:38AM EST,Wed 02:40PM EST,0 days 03:14:00,3h 35m,194,215,21
214,PIC6523,A320,Tan Son Nhat Int'l (SGN / VVTS),Phu Quoc International (PQC / VVPQ),Wed 11:39PM +07,Thu 12:24AM +07,0 days 00:45:00,0h 55m,45,55,10
215,TAM3650,A320,São Paulo-Congonhas (CGH / SBSP),Goiabeiras (VIX / SBVT),Wed 01:39PM -03,Wed 02:49PM -03,0 days 01:10:00,1h 20m,70,80,10
216,TAP436,A320,General Humberto Delgado Airport (LIS / LPPT),Paris Orly (ORY / LFPO),Wed 04:38PM WET,Wed 07:48PM CET,0 days 02:10:00,2h 23m,130,143,13
217,VIV112,A320,Lic. Benito Juarez Int'l (MEX / MMMX),Harry Reid Intl (KLAS),Wed 10:37AM CST,Wed 12:25PM PST,0 days 03:45:00,3h 58m,225,238,13
218,VIV3144,A320,Don Miguel Hidalgo y Costilla Int'l (GDL / MMGL),Angel Albino Corzo Int'l (TGZ / MMTG),Wed 10:38AM CST,Wed 12:18PM CST,0 days 01:40:00,1h 57m,100,117,17
219,VLG8472,A320,Valencia (VLC / LEVC),London Gatwick (LGW / EGKK),Wed 05:41PM CET,Wed 06:51PM GMT,0 days 02:10:00,2h 20m,130,140,10
220,VTI565,A320,Chatrapati Shivaji Int'l (BOM / VABB),Jaipur (Sanganer) (JAI / VIJP),Wed 10:08PM IST,Wed 11:43PM IST,0 days 01:35:00,2h 02m,95,122,27
221,WMT3771,A320,Sibiu Int'l (SBZ / LRSB),London Luton (LTN / EGGW),Wed 06:38PM EET,Wed 07:35PM GMT,0 days 02:50:00,2h 57m,170,177,7
222,WZZ4377,A320,Sofia Airport (SOF / LBSF),Copenhagen (CPH / EKCH),Wed 06:40PM EET,Wed 08:20PM CET,0 days 02:40:00,2h 45m,160,165,5
223,EZY8407,A320,London Gatwick (LGW / EGKK),Charles de Gaulle/Roissy (CDG / LFPG),Wed 04:58PM GMT,Wed 06:46PM CET,0 days 00:48:00,1h 15m,48,75,27
224,FAD143,A320,King Khalid Int'l (RUH / OERK),King Abdulaziz Int'l (JED / OEJN),Wed 07:56PM +03,Wed 09:31PM +03,0 days 01:35:00,1h 35m,95,95,0
225,FAD508,A320,Dubai Int'l (DXB / OMDB),King Khalid Int'l (RUH / OERK),Wed 08:56PM +04,Wed 09:35PM +03,0 days 01:35:00,1h 35m,95,95,0
226,FIN456,A320,Oulu (OUL / EFOU),Helsinki-Vantaa (HEL / EFHK),Wed 06:56PM EET,Wed 07:37PM EET,0 days 00:45:00,0h 45m,45,45,0
227,HKE765,A320,Phuket Int'l (HKT / VTSP),Hong Kong Int'l (HKG / VHHH),Wed 11:56PM +07,Thu 03:49AM HKT,0 days 03:05:00,3h 05m,185,185,0
228,IAD558,A320,Bengaluru Int'l (BLR / VOBL),Netaji Subhash Chandra Bose Int'l (CCU / VECC),Wed 10:27PM IST,Thu 12:22AM IST,0 days 01:55:00,2h 10m,115,130,15
229,LBT613,A320,Bologna (Guglielmo Marconi) (BLQ / LIPE),Tunis-Carthage Int'l (TUN / DTTA),Wed 05:59PM CET,Wed 07:19PM CET,0 days 01:20:00,1h 26m,80,86,6
230,LPE2111,A320,Jorge Chávez Int'l (LIM / SPJC),Rodriguez Ballon Int'l (AQP / SPQU),Wed 11:57AM -05,Wed 01:12PM -05,0 days 01:15:00,1h 15m,75,75,0
231,LPE2320,A320,Subteniente FAP Alejandro Velasco Astete Int'l (CUZ / SPZO),Padre Jose de Aldamiz Int'l (PEM / SPTU),Wed 11:58AM -05,Wed 12:35PM -05,0 days 00:40:00,0h 47m,40,47,7
232,NKS1619,A320,Pittsburgh Intl (KPIT),Orlando Intl (KMCO),Wed 11:58AM EST,Wed 01:58PM EST,0 days 02:00:00,2h 06m,120,126,6
233,QTR630,A320,Hamad Int'l (DOH / OTHH),Sialkot Int'l (SKT / OPST),Wed 07:59PM +03,Thu 01:14AM PKT,0 days 03:15:00,3h 10m,195,190,-5
234,SAS1020,A320,Stockholm-Arlanda (ARN / ESSA),Skelleftea (SFT / ESNS),Wed 05:58PM CET,Wed 06:48PM CET,0 days 00:50:00,0h 50m,50,50,0
235,TAM3927,A320,Afonso Pena Int'l (CWB / SBCT),São Paulo-Congonhas (CGH / SBSP),Wed 01:58PM -03,Wed 02:43PM -03,0 days 00:45:00,0h 45m,45,45,0
236,TAP455,A320,Paris Orly (ORY / LFPO),Porto / Oporto (OPO / LPPR),Wed 05:57PM CET,Wed 06:50PM WET,0 days 01:53:00,1h 50m,113,110,-3
237,THY1845,A320,Istanbul Airport (IST / LTFM),"Athens Int'l, Eleftherios Venizelos (ATH / LGAV)",Wed 07:57PM +03,Wed 08:05PM EET,0 days 01:10:00,1h 10m,70,70,0
238,THY2612,A320,Istanbul Airport (IST / LTFM),Diyarbakir (DIY / LTCC),Wed 07:58PM +03,Wed 09:33PM +03,0 days 01:35:00,1h 35m,95,95,0
239,UAL2120,A320,Denver Intl (KDEN),New Orleans Intl (KMSY),Wed 09:56AM MST,Wed 12:59PM CST,0 days 02:03:00,2h 39m,123,159,36
240,VLG3916,A320,Barcelona Int'l (BCN / LEBL),Palma de Mallorca (or Son Sant Joan) (PMI / LEPA),Wed 05:58PM CET,Wed 06:32PM CET,0 days 00:33:00,0h 30m,33,30,-3
241,WAL522,A320,Miami Intl (KMIA),Ignacio Agramonte Int'l (CMW / MUCM),Wed 11:57AM EST,Wed 12:47PM CST,0 days 00:50:00,0h 50m,50,50,0
242,AFL1234,A320,Sheremetyevo Int'l (SVO / UUEE),Ufa Int'l (UFA / UWUU),Thu 11:54AM MSK,Thu 03:15PM +05,0 days 01:36:00,1h 31m,96,91,-5
243,AFL1386,A320,Near Nizhny Novgorod,,Thu 11:53AM MSK,,,0h 05m,,5,
244,AIQ3017,A320,Don Muang Int'l (Old Bangkok Int'l) (DMK / VTBD),Phuket Int'l (HKT / VTSP),Thu 03:53PM +07,Thu 05:08PM +07,0 days 01:15:00,1h 20m,75,80,5
245,AXM239,A320,Kota Kinabalu Int'l (BKI / WBKK),Hong Kong Int'l (HKG / VHHH),Thu 04:54PM +08,Thu 07:44PM HKT,0 days 02:50:00,2h 51m,170,171,1
246,AXM385,A320,Jakarta-Soekarno-Hatta Int'l (CGK / WIII),Kuala Lumpur Int'l (KUL / WMKK),Thu 03:55PM WIB,Thu 06:45PM +08,0 days 01:50:00,1h 50m,110,110,0
247,AXM5112,A320,Kuala Lumpur Int'l (KUL / WMKK),Kota Kinabalu Int'l (BKI / WBKK),Thu 04:54PM +08,Thu 07:09PM +08,0 days 02:15:00,2h 15m,135,135,0
248,CSC6796,A320,Shenzhen Bao'an Int'l (SZX / ZGSZ),Chengdu Tianfu Int'l (TFU / ZUTF),Thu 04:54PM CST,Thu 07:06PM CST,0 days 02:12:00,2h 17m,132,137,5
249,CTV195,A320,Ngurah Rai/Bali Intl (DPS / WADD),Halim Perdanakusuma Int'l (HLP / WIHH),Thu 04:55PM WITA,Thu 05:25PM WIB,0 days 01:30:00,2h 00m,90,120,30
250,EWG7581,A320,Palma de Mallorca (or Son Sant Joan) (PMI / LEPA),Hamburg (HAM / EDDH),Thu 09:54AM CET,Thu 12:24PM CET,0 days 02:30:00,2h 40m,150,160,10
251,EZY2184,A320,Geneva Cointrin Int'l (GVA / LSGG),Manchester (MAN / EGCC),Thu 09:53AM CET,Thu 10:05AM GMT,0 days 01:12:00,1h 42m,72,102,30
252,EZY322,A320,Bristol Int'l (BRS / EGGD),Edinburgh (EDI / EGPH),Thu 08:53AM GMT,Thu 09:29AM GMT,0 days 00:36:00,0h 56m,36,56,20
253,OTC7771,A320,Changsha Huanghua Int'l (CSX / ZGHA),Chengdu Tianfu Int'l (TFU / ZUTF),Thu 04:53PM CST,Thu 06:34PM CST,0 days 01:41:00,2h 05m,101,125,24
254,PGT1261,A320,Istanbul Sabiha Gokcen Int'l (SAW / LTFJ),Rotterdam (RTM / EHRD),Thu 11:55AM +03,Thu 01:15PM CET,0 days 03:30:00,3h 40m,210,220,10
255,VTI691,A320,Indira Gandhi Int'l (DEL / VIDP),Sri Guru Ram Dass Jee International Airport (ATQ / VIAR),Thu 02:24PM IST,Thu 03:14PM IST,0 days 00:50:00,1h 11m,50,71,21
256,VTI819,A320,Indira Gandhi Int'l (DEL / VIDP),Bengaluru Int'l (BLR / VOBL),Thu 02:23PM IST,Thu 04:46PM IST,0 days 02:25:00,2h 37m,145,157,12
257,XLE903,A320,Murtala Mohammed Int'l (LOS / DNMM),,Thu 09:53AM WAT,,,1h 50m,,110,
258,ABY624,A320,Sharjah Int'l (SHJ / OMSJ),Cairo Int'l (CAI / HECA),Thu 01:22PM +04,Thu 03:12PM EET,0 days 03:50:00,3h 53m,230,233,3
259,ADY730,A320,Abu Dhabi Int'l (AUH / OMAA),Heydar Aliyev Int'l (GYD / UBBB),Thu 01:23PM +04,Thu 04:13PM +04,0 days 02:50:00,2h 50m,170,170,0
260,AFR7304,A320,Charles de Gaulle/Roissy (CDG / LFPG),Nice Cote d'Azur (NCE / LFMN),Thu 10:22AM CET,Thu 11:33AM CET,0 days 01:11:00,1h 36m,71,96,25
261,APG777,A320,Manila Int'l (MNL / RPLL),Mactan-Cebu Int'l (CEB / RPVM),Thu 05:22PM PST,Thu 06:27PM PST,0 days 01:05:00,1h 05m,65,65,0
262,ARE4055,A320,El Dorado Int'l (BOG / SKBO),Alfonso Bonilla Aragon Int'l (CLO / SKCL),Thu 04:22AM -05,Thu 05:07AM -05,0 days 00:45:00,1h 05m,45,65,20
263,AWQ325,A320,Kuala Lumpur Int'l (KUL / WMKK),Juanda Int'l (SUB / WARR),Thu 05:22PM +08,Thu 06:52PM WIB,0 days 02:30:00,2h 30m,150,150,0
264,AXM6085,A320,Sultan Azlan Shah (IPH / WMKI),Senai Int'l (Sultan Ismail Int'l) (JHB / WMKJ),Thu 05:22PM +08,Thu 06:07PM +08,0 days 00:45:00,0h 45m,45,45,0
265,VLG8722,A320,Barcelona Int'l (BCN / LEBL),Dublin Int'l (DUB / EIDW),Thu 01:10PM CET,Thu 02:38PM GMT,0 days 02:28:00,2h 48m,148,168,20
266,CTV978,A320,Jakarta-Soekarno-Hatta Int'l (CGK / WIII),Kuala Namu International (KNO / WIMM),Thu 04:22PM WIB,Thu 06:22PM WIB,0 days 02:00:00,2h 10m,120,130,10
267,EZY8638,A320,Munich Int'l (MUC / EDDM),London Gatwick (LGW / EGKK),Thu 10:22AM CET,Thu 10:39AM GMT,0 days 01:17:00,1h 47m,77,107,30
268,JJP517,A320,Narita Int'l (NRT / RJAA),Fukuoka (FUK / RJFF),Thu 06:22PM JST,Thu 08:27PM JST,0 days 02:05:00,2h 15m,125,135,10
269,LAO303,A320,Wattay Int'l (VTE / VLVT),Pakse (PKZ / VLPS),Thu 04:23PM +07,Thu 05:18PM +07,0 days 00:55:00,0h 55m,55,55,0
270,NWK1610,A320,Perth Int'l (PER / YPPH),Kalgoorlie-Boulder (KGI / YPKG),Thu 05:23PM AWST,Thu 06:09PM AWST,0 days 00:36:00,1h 10m,36,70,34
271,TAM3056,A320,São Paulo-Congonhas (CGH / SBSP),Afonso Pena Int'l (CWB / SBCT),Thu 06:23AM -03,Thu 07:08AM -03,0 days 00:45:00,0h 57m,45,57,12
272,VJC1831,A320,Tan Son Nhat Int'l (SGN / VVTS),Wattay Int'l (VTE / VLVT),Thu 04:22PM +07,Thu 05:47PM +07,0 days 01:25:00,1h 23m,85,83,-2
273,ANA1272,A320,New Chitose (CTS / RJCC),Hiroshima (HIJ / RJOA),Thu 06:56PM JST,Thu 08:51PM JST,0 days 01:55:00,1h 55m,115,115,0
274,ANA387,A320,Tokyo Int'l (Haneda) (HND / RJTT),Miho Airfield (Yonago) (YGJ / RJOH),Thu 06:57PM JST,Thu 08:02PM JST,0 days 01:05:00,1h 05m,65,65,0
275,AVA9653,A320,Jose Maria Cordova Int'l (MDE / SKRG),El Dorado Int'l (BOG / SKBO),Thu 04:56AM -05,Thu 05:30AM -05,0 days 00:34:00,0h 43m,34,43,9
276,AVA9785,A320,Rafael Nunez Int'l (CTG / SKCG),El Dorado Int'l (BOG / SKBO),Thu 04:56AM -05,Thu 05:18AM -05,0 days 00:22:00,0h 57m,22,57,35
277,AWQ508,A320,Ngurah Rai/Bali Intl (DPS / WADD),Singapore Changi (SIN / WSSS),Thu 05:57PM WITA,Thu 08:27PM +08,0 days 02:30:00,2h 20m,150,140,-10
278,AWQ647,A320,Komodo (LBJ / WATO),Ngurah Rai/Bali Intl (DPS / WADD),Thu 05:57PM WITA,Thu 06:47PM WITA,0 days 00:50:00,0h 50m,50,50,0
279,AXM1771,A320,Kuching Int'l (KCH / WBGG),Singapore Changi (SIN / WSSS),Thu 05:56PM +08,Thu 07:21PM +08,0 days 01:25:00,1h 15m,85,75,-10
280,AXM5412,A320,Senai Int'l (Sultan Ismail Int'l) (JHB / WMKJ),Kuching Int'l (KCH / WBGG),Thu 05:57PM +08,Thu 07:02PM +08,0 days 01:05:00,1h 05m,65,65,0
281,AXM6183,A320,Miri (MYY / WBGR),Kuching Int'l (KCH / WBGG),Thu 05:57PM +08,Thu 06:37PM +08,0 days 00:40:00,0h 48m,40,48,8
282,BEL3751,A320,Brussels (BRU / EBBR),Valencia (VLC / LEVC),Thu 10:56AM CET,Thu 12:51PM CET,0 days 01:55:00,1h 55m,115,115,0
283,CES596,A320,Hong Kong Int'l (HKG / VHHH),Hangzhou Xiaoshan Int'l (HGH / ZSHC),Thu 05:56PM HKT,Thu 07:43PM CST,0 days 01:47:00,2h 15m,107,135,28
284,CES6405,A320,Nanchang Changbei Int'l (KHN / ZSCN),Taiyuan Wusu (TYN / ZBYN),Thu 05:56PM CST,Thu 07:40PM CST,0 days 01:44:00,2h 05m,104,125,21
285,CSC6908,A320,Fuzhou Changle Int'l (FOC / ZSFZ),Chengdu Tianfu Int'l (TFU / ZUTF),Thu 05:55PM CST,Thu 08:50PM CST,0 days 02:55:00,3h 10m,175,190,15
286,CSN3452,A320,Kunming Changshui Int'l (KMG / ZPPP),Shenzhen Bao'an Int'l (SZX / ZGSZ),Thu 05:56PM CST,Thu 07:33PM CST,0 days 01:37:00,1h 40m,97,100,3
287,CTV412,A320,Jakarta-Soekarno-Hatta Int'l (CGK / WIII),Supadio (PNK / WIOO),Thu 04:56PM WIB,Thu 06:16PM WIB,0 days 01:20:00,1h 40m,80,100,20
288,EZY2106,A320,Charles de Gaulle/Roissy (CDG / LFPG),Manchester (MAN / EGCC),Thu 10:57AM CET,Thu 10:45AM GMT,0 days 00:48:00,1h 25m,48,85,37
289,EZY2260,A320,Keflavik Int'l (KEF / BIKF),Manchester (MAN / EGCC),Thu 09:57AM GMT,Thu 12:07PM GMT,0 days 02:10:00,2h 40m,130,160,30
290,IGO5328,A320,Chatrapati Shivaji Int'l (BOM / VABB),Raipur (RPR / VERP),Thu 03:27PM IST,Thu 04:47PM IST,0 days 01:20:00,1h 25m,80,85,5
291,JST534,A320,Melbourne Tullamarine (MEL / YMML),Sydney (SYD / YSSY),Thu 08:57PM AEDT,Thu 10:00PM AEDT,0 days 00:50:00,1h 10m,50,70,20
292,SAA40,A320,OR Tambo Int'l (JNB / FAOR),Victoria Falls (FVFA),Thu 11:57AM SAST,Thu 01:12PM CAT,0 days 01:15:00,1h 15m,75,75,0
293,VOI953,A320,Fresno Yosemite Intl (KFAT),Don Miguel Hidalgo y Costilla Int'l (GDL / MMGL),Thu 01:57AM PST,Thu 07:09AM CST,0 days 03:12:00,3h 22m,192,202,10
294,AFL1842,A320,Sheremetyevo Int'l (SVO / UUEE),Minsk Int'l (MSQ / UMMS),Thu 01:20PM MSK,Thu 02:25PM +03,0 days 01:21:00,1h 15m,81,75,-6
295,AFL2814,A320,Pulkovo (LED / ULLI),Adler-Sochi Int'l (AER / URSS),Thu 01:20PM MSK,Thu 05:32PM MSK,0 days 04:12:00,4h 35m,252,275,23
296,AHY8105,A320,Heydar Aliyev Int'l (GYD / UBBB),Istanbul Sabiha Gokcen Int'l (SAW / LTFJ),Thu 02:21PM +04,Thu 04:01PM +03,0 days 02:40:00,3h 00m,160,180,20
297,ARE4093,A320,Rafael Nunez Int'l (CTG / SKCG),El Dorado Int'l (BOG / SKBO),Thu 05:19AM -05,Thu 06:34AM -05,0 days 01:15:00,1h 34m,75,94,19
298,ARE4150,A320,El Dorado Int'l (BOG / SKBO),Simon Bolivar (SMR / SKSM),Thu 05:18AM -05,Thu 06:20AM -05,0 days 01:15:00,1h 12m,75,72,-3
299,AVA8452,A320,El Dorado Int'l (BOG / SKBO),Rafael Nunez Int'l (CTG / SKCG),Thu 05:20AM -05,Thu 06:31AM -05,0 days 01:11:00,1h 31m,71,91,20
300,AWQ463,A320,Lombok International (LOP / WADL),Kuala Lumpur Int'l (KUL / WMKK),Thu 06:20PM WITA,Thu 09:00PM +08,0 days 02:40:00,2h 40m,160,160,0
301,BTK6372,A320,Jakarta-Soekarno-Hatta Int'l (CGK / WIII),Yogyakarta International Airport (YIA / WAHI),Thu 05:19PM WIB,Thu 06:14PM WIB,0 days 00:55:00,1h 05m,55,65,10
302,CCA2683,A320,Chengdu Tianfu Int'l (TFU / ZUTF),Jieyang Chaoshan International Airport (SWA / ZGOW),Thu 06:22PM CST,Thu 08:27PM CST,0 days 02:05:00,2h 07m,125,127,2
303,CCA8294,A320,Chengdu Tianfu Int'l (TFU / ZUTF),Wuhan Tianhe (WUH / ZHHH),Thu 06:18PM CST,Thu 07:39PM CST,0 days 01:24:00,1h 33m,84,93,9
304,CES6127,A320,Chengdu Tianfu Int'l (TFU / ZUTF),Zhanjiang (ZHA / ZGZJ),Thu 06:20PM CST,Thu 08:11PM CST,0 days 01:50:00,1h 55m,110,115,5
305,CSC6426,A320,Dalian Zhoushuizi Int'l (DLC / ZYTL),Rizhao Shanzihe (RIZ / ZSRZ),Thu 06:20PM CST,Thu 07:16PM CST,0 days 00:56:00,1h 06m,56,66,10
306,CSC8767,A320,Chengdu Shuangliu Int'l (CTU / ZUUU),Changsha Huanghua Int'l (CSX / ZGHA),Thu 06:21PM CST,Thu 07:48PM CST,0 days 01:23:00,1h 37m,83,97,14
307,CSN3040,A320,Singapore Changi (SIN / WSSS),Guangzhou Baiyun Int'l (CAN / ZGGG),Thu 06:21PM +08,Thu 09:59PM CST,0 days 03:37:00,3h 47m,217,227,10
308,CTV172,A320,Halim Perdanakusuma Int'l (HLP / WIHH),Juanda Int'l (SUB / WARR),Thu 05:20PM WIB,Thu 06:25PM WIB,0 days 01:05:00,1h 30m,65,90,25
309,EJU3807,A320,Malpensa Int'l (MXP / LIMC),Charles de Gaulle/Roissy (CDG / LFPG),Thu 11:20AM CET,Thu 12:10PM CET,0 days 00:50:00,1h 25m,50,85,35
310,EJU4592,A320,General Humberto Delgado Airport (LIS / LPPT),Charles de Gaulle/Roissy (CDG / LFPG),Fri 10:20AM WET,Fri 01:14PM CET,0 days 01:54:00,2h 22m,114,142,28
311,EZS1591,A320,Geneva Cointrin Int'l (GVA / LSGG),Skopje (SKP / LWSK),Fri 11:19AM CET,Fri 01:00PM CET,0 days 01:31:00,2h 01m,91,121,30
312,EZY2952,A320,Innsbruck (Kranebitten) (INN / LOWI),Bristol Int'l (BRS / EGGD),Fri 11:22AM CET,Fri 11:47AM GMT,0 days 01:25:00,1h 55m,85,115,30
313,EZY7774,A320,Luxembourg Int'l (LUX / ELLX),Porto / Oporto (OPO / LPPR),Fri 11:18AM CET,Fri 12:22PM WET,0 days 02:03:00,2h 23m,123,143,20
314,FIN1362,A320,Manchester (MAN / EGCC),Helsinki-Vantaa (HEL / EFHK),Fri 10:19AM GMT,Fri 02:58PM EET,0 days 02:30:00,3h 00m,150,180,30
315,GBB209,A320,OR Tambo Int'l (JNB / FAOR),King Shaka Int'l (DUR / FALE),Fri 12:18PM SAST,Fri 12:56PM SAST,0 days 00:38:00,0h 48m,38,48,10
316,GPX810,A320,Pristina (PRN / BKPR),Basle-Mulhouse (EAP / LFSB),Fri 11:20AM CET,Fri 01:00PM CET,0 days 01:40:00,1h 40m,100,100,0
317,IBE3010,A320,Adolfo Suárez Madrid-Barajas (MAD / LEMD),Barcelona Int'l (BCN / LEBL),Fri 11:21AM CET,Fri 12:21PM CET,0 days 01:00:00,1h 10m,60,70,10
318,JST532,A320,Melbourne Tullamarine (MEL / YMML),Sydney (SYD / YSSY),Fri 09:19PM AEDT,Fri 10:25PM AEDT,0 days 00:49:00,1h 16m,49,76,27
319,JST612,A320,Avalon (AVV / YMAV),Sydney (SYD / YSSY),Fri 09:19PM AEDT,Fri 10:25PM AEDT,0 days 00:51:00,1h 16m,51,76,25
320,ABY221,A320,Sharjah Int'l (SHJ / OMSJ),al-Jouf Domestic (AJF / OESK),Fri 02:37PM +04,Fri 04:12PM +03,0 days 02:35:00,2h 55m,155,175,20
321,AFL1387,A320,Ulyanovsk Baratayeveka Airport (ULV / UWLL),Sheremetyevo Int'l (SVO / UUEE),Fri 02:38PM +04,Fri 02:58PM MSK,0 days 01:20:00,1h 30m,80,90,10
322,AIQ3215,A320,Don Muang Int'l (Old Bangkok Int'l) (DMK / VTBD),Krabi (KBV / VTSG),Fri 05:37PM +07,Fri 06:52PM +07,0 days 01:15:00,1h 15m,75,75,0
323,AIQ3557,A320,Nan (NNT / VTCN),Don Muang Int'l (Old Bangkok Int'l) (DMK / VTBD),Fri 05:38PM +07,Fri 06:28PM +07,0 days 00:50:00,0h 50m,50,50,0
324,ARE4052,A320,Alfonso Bonilla Aragon Int'l (CLO / SKCL),El Dorado Int'l (BOG / SKBO),Fri 05:37AM -05,Fri 06:16AM -05,0 days 00:45:00,0h 40m,45,40,-5
325,AWQ507,A320,Singapore Changi (SIN / WSSS),Ngurah Rai/Bali Intl (DPS / WADD),Fri 06:39PM +08,Fri 09:24PM WITA,0 days 02:45:00,0h 37m,165,37,-128
326,AXM137,A320,Hong Kong Int'l (HKG / VHHH),Kuala Lumpur Int'l (KUL / WMKK),Fri 06:36PM HKT,Fri 09:55PM +08,0 days 03:30:00,2h 35m,210,155,-55
327,AXM5173,A320,RMAF Labuan (LBU / WBKL),Kuala Lumpur Int'l (KUL / WMKK),Fri 06:39PM +08,Fri 08:44PM +08,0 days 02:05:00,2h 05m,125,125,0
328,BAW753,A320,Basle-Mulhouse (EAP / LFSB),London Heathrow (LHR / EGLL),Fri 11:38AM CET,Fri 11:46AM GMT,0 days 01:15:00,1h 45m,75,105,30
329,CBJ5964,A320,Kunming Changshui Int'l (KMG / ZPPP),Shijiazhuang Zhengding International Airport (SJW / ZBSJ),Fri 06:37PM CST,Fri 09:10PM CST,0 days 02:33:00,2h 55m,153,175,22
330,CTN481,A320,Copenhagen (CPH / EKCH),Zagreb Pleso (ZAG / LDZA),Fri 11:37AM CET,Fri 01:00PM CET,0 days 01:30:00,1h 30m,90,90,0
331,CTV435,A320,Sepinggan Int'l (BPN / WALL),Juanda Int'l (SUB / WARR),Fri 06:39PM WITA,Fri 06:59PM WIB,0 days 01:20:00,1h 40m,80,100,20
332,DAL1294,A320,Albany Intl (KALB),Detroit Metro Wayne Co (KDTW),Fri 05:37AM EST,Fri 06:56AM EST,0 days 01:19:00,1h 25m,79,85,6
333,EJU3750,A320,Barcelona Int'l (BCN / LEBL),Malpensa Int'l (MXP / LIMC),Fri 11:39AM CET,Fri 01:45PM CET,0 days 02:06:00,2h 17m,126,137,11
334,EWG7589,A320,Palma de Mallorca (or Son Sant Joan) (PMI / LEPA),Hamburg (HAM / EDDH),Fri 11:38AM CET,Fri 02:08PM CET,0 days 02:30:00,2h 30m,150,150,0
335,FHY988,A320,Adolfo Suárez Madrid-Barajas (MAD / LEMD),,Fri 11:38AM CET,,,0h 06m,,6,
336,IAD1455,A320,Bengaluru Int'l (BLR / VOBL),Biju Patnaik (BBI / VEBS),Fri 04:09PM IST,Fri 05:49PM IST,0 days 01:40:00,1h 40m,100,100,0
337,IAD792,A320,Lokpriya Gopinath Bordoloi Int'l (GAU / VEGT),Imphal (Tulihal) (IMF / VEIM),Fri 04:09PM IST,Fri 04:46PM IST,0 days 00:36:00,0h 35m,36,35,-1
338,IBE3092,A320,Adolfo Suárez Madrid-Barajas (MAD / LEMD),Porto / Oporto (OPO / LPPR),Fri 11:39AM CET,Fri 11:39AM WET,0 days 01:00:00,1h 00m,60,60,0
